PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,MATRIX,SAM_CODE,LAB,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_LAB_SAMPLE_ID,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RESULT_UNITS,CHLA_RL,CHLA_SAMPLE_ID,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_SAMPLE_ID,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_UNITS,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_SAMPLE_ID,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_DATE_ANALYZED,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_LAB_SAMPLE_ID,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_RL,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_SAMPLE_ID,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_DATE_ANALYZED,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_LAB_SAMPLE_ID,PTL_DISS_MDL,PTL_DISS_NARS_COMMENT,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_RL,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,UNIQUE_ID
8/13/2024,2020599,NLA22_CO-10036,6/24/2022,1,CO,WATER,REGULAR,WRS,7/6/2022,1,12,2210268,0.0005,,,0.007,0.004,mg N/L,6/25/2022,1,2210268,,,,1850,,UEQ/L,11/10/2022,1,139,2210268,0.011,,,53.5,0.05,mg/L,6/30/2022,,108,ug/L,6,2210268,0.18,,,4.32,ug/L,1,219161,,1000,6/28/2022,5,4,2210268,0.004,,,156,0.06,mg/L,6/25/2022,1,2210268,,,2,APHA PT-CO,6/25/2022,1,2210268,1,,,917,2,uS/cm AT 25 C,7/12/2022,2,18,2210268,0.024,,,5.46,0.2,mg/L,11/10/2022,1,139,2210268,0.003,,,18.3,0.02,mg/L,6/28/2022,5,4,2210268,0.0006,,EST,0.0165,0.02,mg N/L,,,,,,,,,6/28/2022,5,4,2210268,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,13,2210268,0.002,,,0.415,0.02,mg/L,14,2210268,0.002,,,0.465,0.02,mg/L,6/25/2022,1,2210268,,,8.69,Std. Units,11/10/2022,1,139,2210268,0.018,,,4.59,0.1,mg/L,7/8/2022,7/7/2022,13,2210268,0.48,,,EST,3.9,4,ug/L,14,2210268,0.48,,,9.8,4,ug/L,6/28/2022,4,2210268,0.0012,,,0.75,0.01,mg/L,11/10/2022,1,139,2210268,0.009,,,104,0.1,mg/L,6/28/2022,5,4,2210268,0.002,,,98.8,0.18,mg/L,6/25/2022,1,2210268,,,LRL,0.96,2,NTU,NLA_CO-10098
8/13/2024,2020600,NLA22_AL-10020,6/23/2022,1,AL,WATER,REGULAR,WRS,7/6/2022,1,13,2210270,0.0005,,EST,0.004,0.004,mg N/L,6/25/2022,2,2210270,,,,1540,,UEQ/L,11/10/2022,1,140,2210270,0.011,,,31.5,0.05,mg/L,6/30/2022,,125,ug/L,7,2210270,0.18,,,5.81,ug/L,1,200721,,860,6/28/2022,1,5,2210270,0.004,,,3.12,0.06,mg/L,6/25/2022,2,2210270,,,5,APHA PT-CO,6/25/2022,2,2210270,1,,,178,2,uS/cm AT 25 C,7/1/2022,1,8,2210270,0.024,,,2.64,0.2,mg/L,11/10/2022,1,140,2210270,0.003,,,2.16,0.02,mg/L,6/28/2022,1,5,2210270,0.0006,,EST,0.003,0.02,mg N/L,,,,,,,,,6/28/2022,1,5,2210270,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,14,2210270,0.002,,,0.174,0.02,mg/L,15,2210270,0.002,,,0.251,0.02,mg/L,6/25/2022,2,2210270,,,8.6,Std. Units,11/10/2022,1,140,2210270,0.018,,,1.63,0.1,mg/L,7/8/2022,7/7/2022,14,2210270,0.48,,,,5.1,4,ug/L,15,2210270,0.48,,,13.9,4,ug/L,6/28/2022,5,2210270,0.0012,,,1.32,0.01,mg/L,11/10/2022,1,140,2210270,0.009,,,2.29,0.1,mg/L,6/28/2022,1,5,2210270,0.002,,,3.53,0.18,mg/L,6/25/2022,2,2210270,,,LRL,1.55,2,NTU,NLA_AL-10069
8/13/2024,2020601,NLA22_KS-10072,6/24/2022,1,KS,WATER,REGULAR,WRS,7/6/2022,1,12,2210264,0.0005,,,0.031,0.004,mg N/L,6/25/2022,1,2210264,,,,2850,,UEQ/L,11/10/2022,1,139,2210264,0.011,,,47.2,0.05,mg/L,6/30/2022,,245,ug/L,6,2210264,0.18,,,39.2,ug/L,1,215421,,250,6/28/2022,2,4,2210264,0.004,,,19.4,0.06,mg/L,6/25/2022,1,2210264,,,35,APHA PT-CO,6/25/2022,1,2210264,1,,,476,2,uS/cm AT 25 C,7/1/2022,1,7,2210264,0.024,,,6.34,0.2,mg/L,11/10/2022,1,139,2210264,0.003,,,13.3,0.02,mg/L,6/28/2022,2,4,2210264,0.0006,,,1.85,0.02,mg N/L,,,,,,,,,6/28/2022,2,4,2210264,0.0006,ND,MDL,,0.02,mg N/L,7/14/2022,7/13/2022,19,2210264,0.002,,,2.48,0.02,mg/L,20,2210264,0.002,,,2.81,0.02,mg/L,6/25/2022,1,2210264,,,8.15,Std. Units,11/10/2022,1,139,2210264,0.018,,,8.64,0.1,mg/L,7/8/2022,7/7/2022,13,2210264,0.48,,,,196,4,ug/L,14,2210264,0.48,,,279,4,ug/L,6/28/2022,4,2210264,0.0012,,,7.92,0.01,mg/L,11/10/2022,1,139,2210264,0.009,,,28.5,0.1,mg/L,6/28/2022,2,4,2210264,0.002,,,49.4,0.18,mg/L,6/25/2022,1,2210264,,,,13.3,2,NTU,NLA_KS-10148
8/13/2024,2020602,NLA22_MT-10055,6/23/2022,1,MT,WATER,REGULAR,WRS,7/6/2022,10,13,2210267,0.0005,,,1.21,0.004,mg N/L,6/25/2022,2,2210267,,,,3000,,UEQ/L,11/10/2022,1,140,2210267,0.011,,,25.8,0.05,mg/L,6/30/2022,,125,ug/L,7,2210267,0.18,,,20,ug/L,1,215501,,250,6/28/2022,2,5,2210267,0.004,,,7.06,0.06,mg/L,6/25/2022,2,2210267,,,15,APHA PT-CO,6/25/2022,2,2210267,1,,,359,2,uS/cm AT 25 C,7/1/2022,5,8,2210267,0.024,,,39.4,0.2,mg/L,11/10/2022,1,140,2210267,0.003,,,12.9,0.02,mg/L,6/28/2022,2,5,2210267,0.0006,,EST,0.0061,0.02,mg N/L,,,,,,,,,6/28/2022,2,5,2210267,0.0006,ND,MDL,,0.02,mg N/L,7/14/2022,10/25/2022,124,2210267,0.002,,H,4.09,0.02,mg/L,21,2210267,0.002,,,7.2,0.02,mg/L,6/25/2022,2,2210267,,,8.05,Std. Units,11/10/2022,1,140,2210267,0.018,,,16.8,0.1,mg/L,7/8/2022,7/7/2022,14,2210267,0.48,,,,32.8,4,ug/L,15,2210267,0.48,,,371,4,ug/L,6/28/2022,5,2210267,0.0012,,,2.91,0.01,mg/L,11/10/2022,1,140,2210267,0.009,,,20,0.1,mg/L,6/28/2022,2,5,2210267,0.002,,,8.51,0.18,mg/L,6/25/2022,2,2210267,,,,49.3,2,NTU,NLA_MT-10208
8/13/2024,2020603,NLA22_MT-10077,6/23/2022,1,MT,WATER,REGULAR,WRS,7/6/2022,2,13,2210266,0.0005,,,0.42,0.004,mg N/L,6/25/2022,2,2210266,,,,6090,,UEQ/L,11/10/2022,2,140,2210266,0.011,,,43.7,0.05,mg/L,6/30/2022,,29.2,ug/L,7,2210266,0.18,,,4.67,ug/L,1,201341,,250,6/28/2022,5,5,2210266,0.004,,,60.1,0.06,mg/L,6/25/2022,2,2210266,,,62,APHA PT-CO,6/25/2022,2,2210266,1,,,1120,2,uS/cm AT 25 C,7/1/2022,5,8,2210266,0.024,,,67.4,0.2,mg/L,11/10/2022,2,140,2210266,0.003,,,40.3,0.02,mg/L,6/28/2022,5,5,2210266,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/28/2022,5,5,2210266,0.0006,ND,MDL,,0.02,mg N/L,7/14/2022,7/13/2022,20,2210266,0.002,,,6.16,0.02,mg/L,21,2210266,0.002,,,6.88,0.02,mg/L,6/25/2022,2,2210266,,,8.93,Std. Units,11/10/2022,2,140,2210266,0.018,,,52.6,0.1,mg/L,7/14/2022,7/13/2022,20,2210266,0.48,,,,553,4,ug/L,21,2210266,0.48,,,819,4,ug/L,6/28/2022,5,2210266,0.0012,,,16.1,0.01,mg/L,11/10/2022,2,140,2210266,0.009,,,131,0.1,mg/L,6/28/2022,5,5,2210266,0.002,,,176,0.18,mg/L,6/25/2022,2,2210266,,,,8.01,2,NTU,NLA_MT-10230
8/13/2024,2020604,NLA22_SD-10095,6/26/2022,1,SD,WATER,REGULAR,WRS,7/6/2022,1,10,2210281,0.0005,,,0.019,0.004,mg N/L,6/28/2022,2,2210281,,,,4300,,UEQ/L,11/10/2022,1,137,2210281,0.011,,,41.7,0.05,mg/L,6/30/2022,,58.1,ug/L,4,2210281,0.18,,,6.64,ug/L,1,207101,,350,6/28/2022,2,2,2210281,0.004,,,5.84,0.06,mg/L,6/28/2022,2,2210281,,,24,APHA PT-CO,6/28/2022,2,2210281,1,,,578,2,uS/cm AT 25 C,7/1/2022,1,5,2210281,0.024,,,13.2,0.2,mg/L,11/10/2022,1,137,2210281,0.003,,,47,0.02,mg/L,6/28/2022,2,2,2210281,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/28/2022,2,2,2210281,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,11,2210281,0.002,,,1.14,0.02,mg/L,12,2210281,0.002,,,1.26,0.02,mg/L,6/28/2022,2,2210281,,,8.21,Std. Units,11/10/2022,1,137,2210281,0.018,,,7.52,0.1,mg/L,7/8/2022,7/7/2022,11,2210281,0.48,,,,39.9,4,ug/L,12,2210281,0.48,,,51.1,4,ug/L,7/1/2022,5,2210281,0.0012,,,16.4,0.01,mg/L,11/10/2022,1,137,2210281,0.009,,,9.75,0.1,mg/L,6/28/2022,2,2,2210281,0.002,,,80.2,0.18,mg/L,6/28/2022,2,2210281,,,LRL,1.5,2,NTU,NLA_SD-10281
8/13/2024,2020605,NLA22_NH-10005,6/27/2022,1,NH,WATER,REGULAR,WRS,7/6/2022,1,9,2210282,0.0005,,,0.004,0.004,mg N/L,6/28/2022,1,2210282,,,,101,,UEQ/L,11/10/2022,1,136,2210282,0.011,,,2.16,0.05,mg/L,6/30/2022,,43.6,ug/L,3,2210282,0.18,,,3.49,ug/L,1,209721,,500,6/28/2022,1,1,2210282,0.004,,,1.85,0.06,mg/L,6/28/2022,1,2210282,,,16,APHA PT-CO,6/28/2022,1,2210282,1,,,25.1,2,uS/cm AT 25 C,7/1/2022,1,4,2210282,0.024,,,4.56,0.2,mg/L,11/10/2022,1,136,2210282,0.003,,,0.34,0.02,mg/L,6/28/2022,1,1,2210282,0.0006,,EST,0.0031,0.02,mg N/L,,,,,,,,,6/28/2022,1,1,2210282,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,10,2210282,0.002,,,0.213,0.02,mg/L,11,2210282,0.002,,,0.251,0.02,mg/L,6/28/2022,1,2210282,,,6.98,Std. Units,11/10/2022,1,136,2210282,0.018,,,0.28,0.1,mg/L,7/8/2022,7/7/2022,10,2210282,0.48,,,,4,4,ug/L,11,2210282,0.48,,,7.5,4,ug/L,7/1/2022,4,2210282,0.0012,,,1.2,0.01,mg/L,11/10/2022,1,136,2210282,0.009,,,2.02,0.1,mg/L,6/28/2022,1,1,2210282,0.002,,,1.74,0.18,mg/L,6/28/2022,1,2210282,,,LRL,0.51,2,NTU,NLA_NH-10048
8/13/2024,2020606,NLA22_NY-10045,6/27/2022,1,NY,WATER,REGULAR,WRS,7/6/2022,1,9,2210280,0.0005,,EST,0.003,0.004,mg N/L,6/28/2022,1,2210280,,,,265,,UEQ/L,11/10/2022,1,136,2210280,0.011,,,3.98,0.05,mg/L,6/30/2022,,23.7,ug/L,3,2210280,0.18,L,,0.948,ug/L,1,210881,,1000,6/28/2022,1,1,2210280,0.004,,,0.249,0.06,mg/L,6/28/2022,1,2210280,,,12,APHA PT-CO,6/28/2022,1,2210280,1,,,36.7,2,uS/cm AT 25 C,7/1/2022,1,4,2210280,0.024,,,1.69,0.2,mg/L,11/10/2022,1,136,2210280,0.003,,,1.25,0.02,mg/L,6/28/2022,1,1,2210280,0.0006,,EST,0.0032,0.02,mg N/L,,,,,,,,,6/28/2022,1,1,2210280,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,10,2210280,0.002,,,0.123,0.02,mg/L,11,2210280,0.002,,,0.135,0.02,mg/L,6/28/2022,1,2210280,,,7.51,Std. Units,11/10/2022,1,136,2210280,0.018,,,0.43,0.1,mg/L,7/8/2022,7/7/2022,10,2210280,0.48,,,,7.5,4,ug/L,11,2210280,0.48,,,8.8,4,ug/L,7/1/2022,4,2210280,0.0012,,,7.68,0.01,mg/L,11/10/2022,1,136,2210280,0.009,,,1.09,0.1,mg/L,6/28/2022,1,1,2210280,0.002,,,2.92,0.18,mg/L,6/28/2022,1,2210280,,,LRL,0.55,2,NTU,NLA_NY-10081
8/13/2024,2020607,NLA22_ND-10003,6/27/2022,2,ND,WATER,REGULAR,WRS,7/6/2022,1,9,2210288,0.0005,,,0.014,0.004,mg N/L,6/28/2022,1,2210288,,,,4690,,UEQ/L,11/10/2022,2,136,2210288,0.011,,,76.8,0.05,mg/L,6/30/2022,,199,ug/L,3,2210288,0.18,,,53.1,ug/L,1,218801,,150,6/28/2022,5,1,2210288,0.004,,,12.1,0.06,mg/L,6/28/2022,1,2210288,,,24,APHA PT-CO,6/28/2022,1,2210288,1,,,1140,2,uS/cm AT 25 C,7/1/2022,1,4,2210288,0.024,,,14.6,0.2,mg/L,11/10/2022,2,136,2210288,0.003,,,86.1,0.02,mg/L,6/28/2022,5,1,2210288,0.0006,,EST,0.0148,0.02,mg N/L,,,,,,,,,6/28/2022,5,1,2210288,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,10,2210288,0.002,,,1.1,0.02,mg/L,11,2210288,0.002,,,2.1,0.02,mg/L,6/28/2022,1,2210288,,,8.61,Std. Units,11/10/2022,2,136,2210288,0.018,,,13.7,0.1,mg/L,7/8/2022,7/7/2022,10,2210288,0.48,,,,30.6,4,ug/L,11,2210288,0.48,,,123,4,ug/L,7/1/2022,4,2210288,0.0012,,,20.4,0.01,mg/L,11/10/2022,2,136,2210288,0.009,,,53.4,0.1,mg/L,6/28/2022,5,1,2210288,0.002,,,387,0.18,mg/L,6/28/2022,1,2210288,,,,10.2,2,NTU,NLA_ND-10145
8/13/2024,2020609,NLA22_IN-10027,7/8/2022,1,IN,WATER,REGULAR,WRS,7/18/2022,1,10,2210397,0.0005,,,0.121,0.004,mg N/L,7/9/2022,1,2210397,,,,3170,,UEQ/L,12/13/2022,1,158,2210397,0.011,,,53.2,0.05,mg/L,7/13/2022,,138,ug/L,5,2210397,0.18,,,22.1,ug/L,1,202381,,250,7/15/2022,2,7,2210397,0.004,,,14.9,0.06,mg/L,7/9/2022,1,2210397,,,55,APHA PT-CO,7/9/2022,1,2210397,1,,,399,2,uS/cm AT 25 C,7/21/2022,1,13,2210397,0.024,,,9.72,0.2,mg/L,12/13/2022,1,158,2210397,0.003,,,12.5,0.02,mg/L,7/15/2022,2,7,2210397,0.0006,,,0.27,0.02,mg N/L,,,,,,,,,7/12/2022,2,4,2210397,0.0006,,,0.08,0.02,mg N/L,7/21/2022,7/20/2022,12,2210397,0.002,,,1.19,0.02,mg/L,13,2210397,0.002,,,1.45,0.02,mg/L,7/9/2022,1,2210397,,,7.81,Std. Units,12/13/2022,1,158,2210397,0.018,,,4.73,0.1,mg/L,7/21/2022,7/20/2022,12,2210397,0.48,,,,35.3,4,ug/L,13,2210397,0.48,,,123,4,ug/L,7/12/2022,4,2210397,0.0012,,,8.34,0.01,mg/L,12/13/2022,1,158,2210397,0.009,,,7.38,0.1,mg/L,7/15/2022,2,7,2210397,0.002,,,15.5,0.18,mg/L,7/9/2022,1,2210397,,,,22.2,2,NTU,NLA_IN-10165
8/13/2024,2020610,NLA22_IN-10014,7/19/2022,1,IN,WATER,REGULAR,WRS,8/2/2022,1,14,2210586,0.0005,S,,0.012,0.004,mg N/L,7/22/2022,3,2210586,,S,,2530,,UEQ/L,1/12/2023,1,177,2210586,0.011,S,,28.4,0.05,mg/L,7/28/2022,,131,ug/L,9,2210586,0.18,S,,6.99,ug/L,1,202401,,750,7/23/2022,1,4,2210586,0.004,S,,22.7,0.06,mg/L,7/22/2022,3,2210586,S,,18,APHA PT-CO,7/22/2022,3,2210586,1,S,,366,2,uS/cm AT 25 C,7/27/2022,1,8,2210586,0.024,S,,6.19,0.2,mg/L,1/12/2023,1,177,2210586,0.003,S,,17.7,0.02,mg/L,7/23/2022,1,4,2210586,0.0006,S;L,EST,0.0029,0.02,mg N/L,,,,,,,,,7/23/2022,1,4,2210586,0.0006,S;ND,MDL,,0.02,mg N/L,8/11/2022,8/10/2022,22,2210586,0.002,S,,0.518,0.02,mg/L,23,2210586,0.002,S,,0.606,0.02,mg/L,7/22/2022,3,2210586,S,,8.26,Std. Units,1/12/2023,1,177,2210586,0.018,S,,1.19,0.1,mg/L,8/11/2022,8/10/2022,22,2210586,0.48,,S,,7.9,4,ug/L,23,2210586,0.48,S,,17.3,4,ug/L,7/25/2022,6,2210586,0.0012,S,,4.79,0.01,mg/L,1/12/2023,1,177,2210586,0.009,S,,13,0.1,mg/L,7/23/2022,1,4,2210586,0.002,S,,16.5,0.18,mg/L,7/22/2022,3,2210586,,S;L,LRL,0.79,2,NTU,NLA_IN-10273
8/13/2024,2020611,NLA22_WY-10004,6/27/2022,2,WY,WATER,REGULAR,WRS,7/6/2022,1,9,2210285,0.0005,,,0.008,0.004,mg N/L,6/28/2022,1,2210285,,,,3190,,UEQ/L,11/10/2022,1,136,2210285,0.011,,,31.2,0.05,mg/L,6/30/2022,,26.5,ug/L,3,2210285,0.18,,,2.12,ug/L,1,202201,,500,6/28/2022,1,1,2210285,0.004,,,0.488,0.06,mg/L,6/28/2022,1,2210285,,,11,APHA PT-CO,6/28/2022,1,2210285,1,,,392,2,uS/cm AT 25 C,7/1/2022,1,4,2210285,0.024,,,6.88,0.2,mg/L,11/10/2022,1,136,2210285,0.003,,,20.5,0.02,mg/L,6/28/2022,1,1,2210285,0.0006,,EST,0.0037,0.02,mg N/L,,,,,,,,,6/28/2022,1,1,2210285,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,10,2210285,0.002,,,0.474,0.02,mg/L,11,2210285,0.002,,,0.548,0.02,mg/L,6/28/2022,1,2210285,,,8.41,Std. Units,11/10/2022,1,136,2210285,0.018,,,0.68,0.1,mg/L,7/8/2022,7/7/2022,10,2210285,0.48,,,,18.3,4,ug/L,11,2210285,0.48,,,25.2,4,ug/L,7/1/2022,4,2210285,0.0012,,,13,0.01,mg/L,11/10/2022,1,136,2210285,0.009,,,24.2,0.1,mg/L,6/28/2022,1,1,2210285,0.002,,,36.8,0.18,mg/L,6/28/2022,1,2210285,,,LRL,1.16,2,NTU,NLA_WY-10102
8/13/2024,2020612,NLA22_MT-10049,6/27/2022,1,MT,WATER,REGULAR,WRS,7/6/2022,1,9,2210297,0.0005,,,0.245,0.004,mg N/L,6/29/2022,2,2210297,,,,7300,,UEQ/L,11/10/2022,10,136,2210297,0.011,,,68.8,0.05,mg/L,7/6/2022,9,1053,ug/L,9,2210297,0.18,,,281,ug/L,1,201001,,150,7/2/2022,50,5,2210297,0.004,,,90.4,0.06,mg/L,6/29/2022,2,2210297,,,13,APHA PT-CO,6/29/2022,2,2210297,1,,,8540,2,uS/cm AT 25 C,7/11/2022,5,14,2210297,0.024,,,61.1,0.2,mg/L,12/13/2022,100,169,2210297,0.003,,,875,0.02,mg/L,7/2/2022,50,5,2210297,0.0006,,EST,0.262,0.02,mg N/L,,,,,,,,,7/2/2022,50,5,2210297,0.0006,ND,MDL,,0.02,mg N/L,7/14/2022,7/20/2022,23,2210297,0.002,,,5.78,0.02,mg/L,17,2210297,0.002,,,10.4,0.02,mg/L,6/29/2022,2,2210297,,,9.11,Std. Units,11/10/2022,10,136,2210297,0.018,,,43,0.1,mg/L,7/14/2022,7/7/2022,10,2210297,0.48,,,,97.7,4,ug/L,17,2210297,0.48,,,590,4,ug/L,7/1/2022,4,2210297,0.0012,,,0.225,0.01,mg/L,11/10/2022,10,136,2210297,0.009,,,1080,0.1,mg/L,7/2/2022,50,5,2210297,0.002,,,5630,0.18,mg/L,6/29/2022,2,2210297,,,,54.6,2,NTU,NLA_MT-10202
8/13/2024,2020613,NLA22_CA-10045,6/27/2022,1,CA,WATER,REGULAR,WRS,7/6/2022,1,9,2210287,0.0005,,,0.01,0.004,mg N/L,6/28/2022,1,2210287,,,,1720,,UEQ/L,11/10/2022,1,136,2210287,0.011,,,21.3,0.05,mg/L,6/30/2022,,362,ug/L,3,2210287,0.18,,,57.9,ug/L,1,207401,,250,6/28/2022,2,1,2210287,0.004,,,74.5,0.06,mg/L,6/28/2022,1,2210287,,,19,APHA PT-CO,6/28/2022,1,2210287,1,,,476,2,uS/cm AT 25 C,7/1/2022,1,4,2210287,0.024,,,5.99,0.2,mg/L,11/10/2022,1,136,2210287,0.003,,,14.9,0.02,mg/L,6/28/2022,2,1,2210287,0.0006,,EST,0.0053,0.02,mg N/L,,,,,,,,,6/28/2022,2,1,2210287,0.0006,ND,MDL,,0.02,mg N/L,7/8/2022,7/7/2022,10,2210287,0.002,,,0.631,0.02,mg/L,11,2210287,0.002,,,1.1,0.02,mg/L,6/28/2022,1,2210287,,,9.69,Std. Units,11/10/2022,1,136,2210287,0.018,,,3.31,0.1,mg/L,7/8/2022,7/7/2022,10,2210287,0.48,,,,25.3,4,ug/L,11,2210287,0.48,,,58.7,4,ug/L,7/1/2022,4,2210287,0.0012,,,5.58,0.01,mg/L,11/10/2022,1,136,2210287,0.009,,,53.5,0.1,mg/L,6/28/2022,2,1,2210287,0.002,,,26,0.18,mg/L,6/28/2022,1,2210287,,,,10.3,2,NTU,NLA_CA-10242
